host_shortname,datacenter_id,ci_type,offering,cdir,customer_id,server_purpose,os_type,os_name,sid,primary_application_area,function,mgmt_ip,cust_ip,dpe_email,pdl_email,sid2,ifn,purpose,hypervisor_cluster_id
vm00001443,ABN AMRO PROD-POD1,xSeries,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,N/A,N/A,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_022
vm00001943,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Windows,N/A,N/A,N/A,N/A,N/A,N/A,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_023
vm00002856,ABN AMRO PROD-POD1,xSeries,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,N/A,N/A,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_024
vm00004070,ABN AMRO PROD-POD1,xSeries,CMS,AB3,ABN AMRO N.V.,Prod,Windows,N/A,N/A,N/A,N/A,N/A,N/A,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_025
vm30000560,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,N/A,N/A,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_026
vm10009461,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,N/A,N/A,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_027
vm00002933,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Windows,N/A,N/A,N/A,N/A,N/A,N/A,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_028
vm00005120,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.55.87,10.240.49.87,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_029
vm00000588,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.50.32,10.240.44.32,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_030
vm00000587,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.56.9,10.240.50.9,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_031
vm00001679,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.44.61,10.240.38.61,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_032
vm400001781,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.46.10,10.240.40.10,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_033
vm00042,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.6.15,10.240.0.15,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_034
vm20000182,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.34.110,10.240.28.110,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_035
vm1509551,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.46.245,10.240.40.245,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_036
vm2512160,ABN AMRO PROD-POD1,xSeries,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,N/A,N/A,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_037
vm2512430,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Windows,N/A,N/A,N/A,N/A,N/A,N/A,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_038
vm00002102,ABN AMRO PROD-POD1,xSeries,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,N/A,N/A,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_039
vm00001683,ABN AMRO PROD-POD1,N/A,CMS,AB3,ABN AMRO N.V.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.32.25,10.240.26.25,Pramod Sathyanarayan,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_040
portal4,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.12,192.168.42.12,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_041
cmanager2,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.53,192.168.42.53,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_001
deeh11z2k2008,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Windows,N/A,N/A,N/A,N/A,172.19.10.8,192.168.41.8,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_002
deeh11z2k2009,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Windows,N/A,N/A,N/A,N/A,172.19.10.9,192.168.41.9,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_003
portal1,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.9,192.168.42.9,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_004
portal2,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.10,192.168.42.10,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_005
portal3,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.11,192.168.42.11,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_006
ihs3,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.13,192.168.42.13,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_007
ihs4,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.14,192.168.42.14,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_008
ihs1,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.71.5,192.168.44.5,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_009
ihs2,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.71.7,192.168.44.7,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_010
domino1,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.15,192.168.42.15,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_011
domino2,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.17,192.168.42.17,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_012
cmanagerpre,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.70.5,192.168.43.5,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_013
appagpre,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.70.6,192.168.43.6,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_014
apptgpre,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.70.8,192.168.43.8,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_015
formula1,EHNINGEN PROD-POD1,SYS P,CMS,Z2K,ACI Global SpA,Prod,AIX,N/A,N/A,N/A,N/A,172.19.69.20,192.168.42.20,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_016
codb1,EHNINGEN PROD-POD1,SYS P,CMS,Z2K,ACI Global SpA,Prod,AIX,N/A,N/A,N/A,N/A,172.19.69.21,192.168.42.21,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_017
formulapre,EHNINGEN PROD-POD1,SYS P,CMS,Z2K,ACI Global SpA,Prod,AIX,N/A,N/A,N/A,N/A,172.19.70.12,192.168.43.12,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_018
dbpre,EHNINGEN PROD-POD1,SYS P,CMS,Z2K,ACI Global SpA,Prod,AIX,N/A,N/A,N/A,N/A,172.19.70.13,192.168.43.13,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_019
codb2,EHNINGEN PROD-POD1,SYS P,CMS,Z2K,ACI Global SpA,Prod,AIX,N/A,N/A,N/A,N/A,172.19.69.45,192.168.42.45,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_020
lnxsrv01,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.8,192.168.42.8,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_021
cmanager1,EHNINGEN PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,172.19.69.19,192.168.42.19,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_022
frgr11z2k2006,FRANCE PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Windows,N/A,N/A,N/A,N/A,10.177.81.6,192.168.52.6,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_023
frgr11z2k2005,FRANCE PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Windows,N/A,N/A,N/A,N/A,10.177.81.5,192.168.52.5,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_024
frgr11z2k2015,FRANCE PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,10.177.81.21,192.168.52.21,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_025
frgr11z2k2016,FRANCE PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,10.177.81.22,192.168.52.22,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_026
frgr11z2k2011,FRANCE PROD-POD1,SYS P,CMS,Z2K,ACI Global SpA,Prod,AIX,N/A,N/A,N/A,N/A,10.177.81.17,192.168.52.17,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_027
frgr11z2k2019,FRANCE PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,10.177.81.25,192.168.52.25,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_028
frgr11z2k201a,FRANCE PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,10.177.81.26,192.168.52.26,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_029
frgr11z2k4005,FRANCE PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,10.177.83.5,192.168.54.5,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_030
frgr11z2k2007,FRANCE PROD-POD1,SYS P,CMS,Z2K,ACI Global SpA,Prod,AIX,N/A,N/A,N/A,N/A,10.177.81.7,192.168.52.7,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_031
frgr11z2k2008,FRANCE PROD-POD1,xSeries,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,10.177.81.8,192.168.52.8,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_032
irsrvprod,EHNINGEN PROD-POD1,SYS P,CMS,Z2K,ACI Global SpA,Prod,AIX,N/A,N/A,N/A,N/A,172.19.69.52,192.168.42.52,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_033
irsrvpre,EHNINGEN PROD-POD1,SYS P,CMS,Z2K,ACI Global SpA,Prod,AIX,N/A,N/A,N/A,N/A,172.19.70.14,192.168.43.14,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_034
deeh11z2k200d,EHNINGEN PROD-POD1,N/A,CMS,Z2K,ACI Global SpA,Prod,Windows,N/A,N/A,N/A,N/A,N/A,N/A,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_035
portall-a,EHNINGEN PROD-POD1,N/A,CMS,Z2K,ACI Global SpA,Prod,Linux,N/A,N/A,N/A,N/A,N/A,N/A,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_036
frgr11z2k3005,FRANCE PROD-POD1,SYS P,CMS,Z2K,ACI Global SpA,Prod,AIX,N/A,N/A,N/A,N/A,N/A,N/A,Hanusha Janendran,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_037
ukpm11z6n2005,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.68.5,10.113.103.5,Sheetal Upadhye,Paul Ionescu,,N/A,N/A,test_hypervisor_038
ukpm11z6n2006,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.68.6,10.113.103.6,Sheetal Upadhye,Paul Ionescu,,N/A,N/A,test_hypervisor_039
ukpm11z6m2006,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.66.6,10.113.105.6,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_040
ukpm11z6m2007,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.66.7,10.113.105.7,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_041
ukpm11z6n1005,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,Windows 2012 R2 Datacenter 64b,ASP,SAP Solman ASP (CI/DB),App-DB,172.18.67.5,10.113.102.5,Sheetal Upadhye,Paul Ionescu,,172.18.67.5,N,test_hypervisor_001
admstg02,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.66.8,10.113.105.8,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_002
ukpm11z6n100c,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,Windows 2008 R2 Enterprise 64b,NA,SAP EHS PRD,App-DB,172.18.67.12,10.113.102.12,Sheetal Upadhye,Paul Ionescu,,172.18.67.12,N,test_hypervisor_003
ukpm11z6n100d,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,Windows 2008 R2 Enterprise 64b,AIP,SAP PI AIP (CI/DB),App-DB,172.18.67.13,10.113.102.13,Sheetal Upadhye,Paul Ionescu,,172.18.67.13,N,test_hypervisor_004
ukpm11z6n100e,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,Windows 2008 R2 Enterprise 64b,TBP,PROD TREX,App-DB,172.18.67.14,10.113.102.14,Sheetal Upadhye,Paul Ionescu,,172.18.67.14,N,test_hypervisor_005
ukpm11z6n1015,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,Windows 2008 R2 Enterprise 64b,APP,SAP Portal APP (CI/DB),App-DB,172.18.67.21,10.113.102.21,Sheetal Upadhye,Paul Ionescu,,172.18.67.21,N,test_hypervisor_006
ukpm11z6n101a,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Non Prod - QA / Dev,Windows,Windows 2008 R2 Enterprise 64b,NA,SAP EHS DEV/QAS,App-DB,172.18.67.26,10.113.102.26,Sheetal Upadhye,Paul Ionescu,,172.18.67.26,N,test_hypervisor_007
ukpm11z6n1018,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Non Prod - QA / Dev,Windows,Windows 2008 R2 Enterprise 64b,AIQ,SAP PI AID/AIQ (CI/DB),App-DB,172.18.67.24,10.113.102.24,Sheetal Upadhye,Paul Ionescu,,172.18.67.24,N,test_hypervisor_008
ukpm11z6n101b,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Non Prod - QA / Dev,Windows,Windows 2008 R2 Enterprise 64b,NA,SAP TREX TBD/TBQ,App-DB,172.18.67.27,10.113.102.27,Sheetal Upadhye,Paul Ionescu,,172.18.67.27,N,test_hypervisor_009
ukpm11z6n1019,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Non Prod - QA / Dev,Windows,Windows 2008 R2 Enterprise 64b,APQ,SAP Portal APD/APQ (CI/DB),App-DB,172.18.67.25,10.113.102.25,Sheetal Upadhye,Paul Ionescu,,172.18.67.25,N,test_hypervisor_010
ukpm11z6n101c,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,Windows 2008 R2 Datacenter 64b,AEP,SAP ECC AEP (CI/DB),App-DB,172.18.67.28,10.113.102.28,Sheetal Upadhye,Paul Ionescu,,172.18.67.28,N,test_hypervisor_011
ukpm11z6n101e,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Non Prod - QA / Dev,Windows,Windows 2008 R2 Datacenter 64b,AEQ,SAP ECC AED/AEQ (CI/DB),App-DB,172.18.67.30,10.113.102.30,Sheetal Upadhye,Paul Ionescu,,172.18.67.30,N,test_hypervisor_012
ukpm11z6n1022,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Non Prod - QA / Dev,Windows,Windows 2008 R2 Datacenter 64b,ABQ,SAP BW ABD/ABQ (CI/DB),App-DB,172.18.67.34,10.113.102.34,Sheetal Upadhye,Paul Ionescu,,172.18.67.34,N,test_hypervisor_013
decwts25,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.7,10.113.104.7,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_014
escbizp0,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.9,10.113.104.9,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_015
escbizp1,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.10,10.113.104.10,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_016
ukpm11z6n1021,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,Windows 2008 R2 Datacenter 64b,ABP,SAP BW ABP (CI/DB),App-DB,172.18.67.33,10.113.102.33,Sheetal Upadhye,Paul Ionescu,,172.18.67.33,N,test_hypervisor_017
escsyb01,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.11,10.113.104.11,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_018
esctxtp1,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.13,10.113.104.13,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_019
esctxtq1,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.5,10.113.104.5,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_020
escwbdbq0,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.18,10.113.104.18,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_021
escbizq1,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.17,10.113.104.17,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_022
esctxtq2,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.6,10.113.104.6,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_023
escsybq1,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.20,10.113.104.20,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_024
escbizq0,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.16,10.113.104.16,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_025
decwtsq25,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.19,10.113.104.19,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_026
escdmsq1,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.24,10.113.104.24,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_027
decwtsz25,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.66.11,10.113.105.11,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_028
esctxtp2,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.25,10.113.104.25,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_029
decwtsqz25,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.66.17,10.113.105.17,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_030
escdmsd1,UNITED KINGDOM PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.65.26,10.113.104.26,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_031
es0311z6m2005,BARCELONA PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.90.5,10.113.205.5,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_032
es0311z6m2006,BARCELONA PROD-POD1,xSeries,CMS,Z6M,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.90.6,10.113.205.6,Sheetal Upadhye,CDIR in Score CU Sheet but no PDL,,N/A,N/A,test_hypervisor_033
es0311z6n2005,BARCELONA PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.92.5,10.113.203.5,Sheetal Upadhye,Paul Ionescu,,N/A,N/A,test_hypervisor_034
es0311z6n2006,BARCELONA PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.92.6,10.113.203.6,Sheetal Upadhye,Paul Ionescu,,N/A,N/A,test_hypervisor_035
ukpm11z6n1006,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Non Prod - QA / Dev,Windows,Windows 2008 R2 Datacenter 64b,AJD,SAP BI Java AJQ/AJD,App-DB,172.18.67.6,10.113.102.6,Sheetal Upadhye,Paul Ionescu,,172.18.67.6,N,test_hypervisor_036
ukpm11z6n1007,UNITED KINGDOM PROD-POD1,xSeries,CMS4SAP,Z6N,ADM Europe B.V.,Prod,Windows,Windows 2008 R2 Datacenter 64b,AJP,SAP Portal AJP (CI/DB),App-DB,172.18.67.7,10.113.102.7,Sheetal Upadhye,Paul Ionescu,,172.18.67.7,N,test_hypervisor_037
ukpm11z6n1026,UNITED KINGDOM PROD-POD1,SYS P,CMS4SAP,Z6N,ADM Europe B.V.,Non Prod - QA,AIX,AIX 6.1.x,SDB,QA,App-DB,172.18.67.38,10.113.102.38,Sheetal Upadhye,Paul Ionescu,,172.18.67.38,N,test_hypervisor_038
